School Name,State Name [Public School] Latest available year,School Name [Public School] 2023-24,County Name [Public School] 2023-24,Location ZIP [Public School] 2023-24,School Type [Public School] 2023-24,Charter School [Public School] 2023-24,Latitude [Public School] 2023-24,Longitude [Public School] 2023-24,School Level (SY 2017-18 onward) [Public School] 2023-24,Lowest Grade Offered [Public School] 2023-24,Highest Grade Offered [Public School] 2023-24,Total Students All Grades (Excludes AE) [Public School] 2023-24,Free Lunch Eligible [Public School] 2023-24,Direct Certification [Public School] 2023-24,Reduced-price Lunch Eligible Students [Public School] 2023-24,Free and Reduced Lunch Students [Public School] 2023-24,Grades 1-8 Students [Public School] 2023-24,Grades 9-12 Students [Public School] 2023-24,Prekindergarten Students [Public School] 2023-24,Kindergarten Students [Public School] 2023-24,Male Students [Public School] 2023-24,Female Students [Public School] 2023-24,American Indian/Alaska Native Students [Public School] 2023-24,Asian or Asian/Pacific Islander Students [Public School] 2023-24,Hispanic Students [Public School] 2023-24,Black or African American Students [Public School] 2023-24,White Students [Public School] 2023-24,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2023-24,Two or More Races Students [Public School] 2023-24,Total Race/Ethnicity [Public School] 2023-24,Pupil/Teacher Ratio [Public School] 2023-24
STONE CREEK ELEMENTARY SCHOOL,Georgia,Stone Creek Elementary School,Walker County,30741,1-Regular school,2-No,34.962000,-85.307500,Elementary,Prekindergarten,5th Grade,416,351,144,40,391,334,†,22,60,205,211,1,0,31,32,324,0,28,416,12.68
STONE MILL ELEMENTARY SCHOOL,Georgia,Stone Mill Elementary School,DeKalb County,30083,1-Regular school,2-No,33.815600,-84.189500,Elementary,Prekindergarten,5th Grade,562,562,258,0,562,440,†,42,80,291,271,3,26,120,391,8,1,13,562,16.20
STONE MOUNTAIN ELEMENTARY SCHOOL,Georgia,Stone Mountain Elementary School,DeKalb County,30083,1-Regular school,2-No,33.813600,-84.168400,Elementary,Prekindergarten,5th Grade,442,442,242,0,442,356,†,21,65,205,237,0,17,36,374,6,0,9,442,14.73
STONE MOUNTAIN HIGH SCHOOL,Georgia,Stone Mountain High School,DeKalb County,30083,1-Regular school,2-No,33.810500,-84.202000,High,9th Grade,12th Grade,1206,1097,458,0,1097,†,1206,†,†,632,574,2,118,187,851,21,5,22,1206,18.00
STONE MOUNTAIN MIDDLE SCHOOL,Georgia,Stone Mountain Middle School,DeKalb County,30083,1-Regular school,2-No,33.832700,-84.212000,Middle,6th Grade,8th Grade,1011,1011,440,0,1011,1011,†,†,†,530,481,6,96,167,700,19,0,23,1011,15.95
STONEVIEW ELEMENTARY SCHOOL,Georgia,Stoneview Elementary School,DeKalb County,30058,1-Regular school,2-No,33.707538,-84.119629,Elementary,Prekindergarten,5th Grade,769,769,419,0,769,611,†,33,125,366,403,3,2,84,654,1,2,23,769,15.44
STONEWALL TELL ELEMENTARY SCHOOL,Georgia,Stonewall Tell Elementary School,Fulton County,30349,1-Regular school,2-No,33.665000,-84.592000,Elementary,Prekindergarten,5th Grade,560,346,149,37,383,452,†,41,67,295,265,0,1,21,513,5,0,20,560,14.32
STRINGFELLOW ELEMENTARY SCHOOL,Georgia,Stringfellow Elementary School,Colquitt County,31768,1-Regular school,2-No,31.175500,-83.791200,Elementary,Prekindergarten,5th Grade,228,228,126,0,228,165,†,22,41,128,100,1,4,62,120,27,0,14,228,8.35
STRIPLING ELEMENTARY SCHOOL,Georgia,Stripling Elementary School,Gwinnett County,30071,1-Regular school,2-No,33.944000,-84.231200,Elementary,Prekindergarten,5th Grade,798,615,244,62,677,665,†,13,120,425,373,1,10,442,287,38,0,20,798,11.02
SUDER ELEMENTARY SCHOOL,Georgia,Suder Elementary School,Clayton County,30236,1-Regular school,2-No,33.515300,-84.345600,Elementary,Prekindergarten,5th Grade,573,569,162,0,569,447,†,46,80,281,292,1,17,114,410,5,0,26,573,13.64
SUE REYNOLDS ELEMENTARY SCHOOL,Georgia,Sue Reynolds Elementary School,Richmond County,30909,1-Regular school,2-No,33.469300,-82.110500,Elementary,Prekindergarten,5th Grade,642,512,233,0,512,471,†,64,107,334,308,1,6,40,533,22,14,26,642,13.81
SUGAR HILL ELEMENTARY,Georgia,Sugar Hill Elementary,Hall County,30507,1-Regular school,2-No,34.231000,-83.742900,Elementary,Prekindergarten,5th Grade,655,493,137,86,579,516,†,46,93,327,328,2,2,585,12,48,0,6,655,13.73
SUGAR HILL ELEMENTARY SCHOOL,Georgia,Sugar Hill Elementary School,Gwinnett County,30518,1-Regular school,2-No,34.099800,-84.040000,Elementary,Prekindergarten,5th Grade,1145,511,179,99,610,964,†,16,165,609,536,3,185,306,232,345,1,73,1145,12.72
SUGARMILL ELEMENTARY,Georgia,Sugarmill Elementary,Camden County,31558,1-Regular school,2-No,30.802464,-81.593765,Elementary,Prekindergarten,5th Grade,661,215,85,53,268,508,†,26,127,346,315,1,12,100,105,384,0,59,661,14.69
SUMMEROUR MIDDLE SCHOOL,Georgia,Summerour Middle School,Gwinnett County,30071,1-Regular school,2-No,33.941018,-84.202165,Middle,6th Grade,8th Grade,1411,1154,399,116,1270,1411,†,†,†,723,688,3,68,1082,208,29,2,19,1411,11.86
SUMMERVILLE MIDDLE SCHOOL,Georgia,Summerville Middle School,Chattooga County,30747,1-Regular school,2-No,34.459300,-85.353300,Middle,6th Grade,8th Grade,378,321,181,28,349,378,†,†,†,200,178,0,0,33,42,267,1,35,378,13.60
SUMMIT HILL ELEMENTARY,Georgia,Summit Hill Elementary,Fulton County,30004,1-Regular school,2-No,34.120800,-84.319500,Elementary,Prekindergarten,5th Grade,689,52,6,4,56,578,†,26,85,375,314,1,44,72,30,506,0,36,689,15.21
SUMTER COUNTY ELEMENTARY SCHOOL,Georgia,Sumter County Elementary School,Sumter County,31719,1-Regular school,2-No,32.110500,-84.217500,Elementary,2nd Grade,3rd Grade,541,541,355,0,541,541,†,†,†,245,296,2,7,77,411,31,1,12,541,14.24
SUMTER COUNTY HIGH SCHOOL,GEORGIA,Sumter County High School,Sumter County,31719,1-Regular school,2-No,32.120982,-84.186278,High,9th Grade,12th Grade,1036,1036,493,0,1036,†,1036,†,†,498,538,1,2,150,802,63,0,18,1036,13.67
SUMTER COUNTY INTERMEDIATE SCHOOL,Georgia,Sumter County Intermediate School,Sumter County,31719,1-Regular school,2-No,32.113050,-84.219252,Middle,4th Grade,6th Grade,753,753,442,0,753,753,†,†,†,380,373,0,4,107,588,46,1,7,753,13.10
SUMTER COUNTY MIDDLE SCHOOL,Georgia,Sumter County Middle School,Sumter County,31719,1-Regular school,2-No,32.114034,-84.214610,Middle,7th Grade,8th Grade,536,536,306,0,536,536,†,†,†,277,259,2,6,88,404,30,0,6,536,12.49
SUMTER COUNTY PRIMARY SCHOOL,Georgia,Sumter County Primary School,Sumter County,31719,1-Regular school,2-No,32.110768,-84.214725,Elementary,Prekindergarten,1st Grade,771,771,357,0,771,277,†,221,273,414,357,0,6,105,575,61,0,24,771,14.97
SUNSET ELEMENTARY SCHOOL,Georgia,Sunset Elementary School,Colquitt County,31768,1-Regular school,2-No,31.102800,-83.797200,Elementary,Prekindergarten,5th Grade,594,465,182,0,465,429,†,75,90,326,268,0,14,134,142,274,0,30,594,13.35
SUSIE DASHER,Georgia,Susie Dasher,Laurens County,31021,1-Regular school,2-No,32.525900,-82.901900,Elementary,Prekindergarten,4th Grade,527,527,245,0,527,363,†,62,102,270,257,0,2,12,458,40,0,15,527,17.86
SUSIE KING TAYLOR COMMUNITY SCHOOL,GEORGIA,Susie King Taylor Community School,Chatham County,31401,1-Regular school,1-Yes,32.059952,-81.099486,Elementary,Kindergarten,8th Grade,309,261,134,22,283,277,†,†,32,146,163,0,0,14,246,31,0,18,309,14.05
SUWANEE ELEMENTARY SCHOOL,Georgia,Suwanee Elementary School,Gwinnett County,30024,1-Regular school,2-No,34.048700,-84.054800,Elementary,Prekindergarten,5th Grade,651,177,47,41,218,558,†,16,77,314,337,1,241,77,90,189,1,52,651,12.76
SWAIN ELEMENTARY SCHOOL,Georgia,Swain Elementary School,Gordon County,30733,1-Regular school,2-No,34.438600,-85.002900,Elementary,Prekindergarten,5th Grade,393,305,127,23,328,291,†,46,56,192,201,0,2,73,12,296,0,10,393,12.56
SWAINSBORO ELEMENTARY SCHOOL,Georgia,Swainsboro Elementary School,Emanuel County,30401,1-Regular school,2-No,32.572600,-82.305000,Elementary,3rd Grade,5th Grade,617,617,283,0,617,617,†,†,†,326,291,0,5,65,273,253,0,21,617,12.91
SWAINSBORO HIGH SCHOOL,Georgia,Swainsboro High School,Emanuel County,30401,1-Regular school,2-No,32.572300,-82.313000,High,9th Grade,12th Grade,813,794,290,0,794,†,813,†,†,409,404,0,7,87,389,311,0,19,813,13.05
SWAINSBORO MIDDLE SCHOOL,Georgia,Swainsboro Middle School,Emanuel County,30401,1-Regular school,2-No,32.572600,-82.309300,Middle,6th Grade,8th Grade,616,616,260,0,616,616,†,†,†,311,305,0,7,61,297,232,0,19,616,13.66
SWAINSBORO PRIMARY SCHOOL,Georgia,Swainsboro Primary School,Emanuel County,30401,1-Regular school,2-No,32.572000,-82.301900,Elementary,Prekindergarten,2nd Grade,858,858,330,0,858,462,†,179,217,451,407,1,4,98,362,346,0,47,858,14.00
SWEET APPLE ELEMENTARY SCHOOL,Georgia,Sweet Apple Elementary School,Fulton County,30075,1-Regular school,2-No,34.071600,-84.363700,Elementary,Prekindergarten,5th Grade,837,64,11,17,81,656,†,55,126,431,406,0,44,64,35,643,0,51,837,14.16
SWEETWATER ELEMENTARY SCHOOL,Georgia,Sweetwater Elementary School,Douglas County,30122,1-Regular school,2-No,33.753000,-84.657600,Elementary,Prekindergarten,5th Grade,479,393,198,33,426,403,†,0,76,227,252,0,0,170,236,49,0,24,479,14.52
SWEETWATER MIDDLE SCHOOL,Georgia,Sweetwater Middle School,Gwinnett County,30044,1-Regular school,2-No,33.926500,-84.107600,Middle,6th Grade,8th Grade,1441,1110,357,145,1255,1441,†,†,†,746,695,1,90,1012,266,42,1,29,1441,13.79
SWINT ELEMENTARY SCHOOL,Georgia,Swint Elementary School,Clayton County,30238,1-Regular school,2-No,33.535000,-84.375000,Elementary,Prekindergarten,5th Grade,581,581,170,0,581,475,†,33,73,311,270,1,7,128,415,11,1,18,581,14.53
SYCAMORE ELEMENTARY SCHOOL,Georgia,Sycamore Elementary School,Gwinnett County,30518,1-Regular school,2-No,34.125600,-84.044800,Elementary,Prekindergarten,5th Grade,768,462,137,72,534,627,†,31,110,401,367,1,53,332,139,199,0,44,768,11.13
SYLVAN HILLS MIDDLE SCHOOL,Georgia,Sylvan Hills Middle School,Fulton County,30310,1-Regular school,2-No,33.715300,-84.419100,Middle,6th Grade,8th Grade,430,430,224,0,430,430,†,†,†,235,195,0,0,12,416,1,0,1,430,12.15
T J LOFTISS II REGIONAL YOUTH DETENTION CENTER,Georgia,T J Loftiss II Regional Youth Detention Center,Thomas County,31792,4-Alternative Education School,2-No,30.809490,-83.992191,High,5th Grade,12th Grade,5,‡,‡,‡,‡,0,5,†,†,5,0,0,0,0,5,0,0,0,5,1.67
T. J. ELDER MIDDLE SCHOOL,Georgia,T. J. Elder Middle School,Washington County,31082,1-Regular school,2-No,33.002800,-82.816100,Middle,6th Grade,8th Grade,613,550,299,0,550,613,†,†,†,316,297,0,4,15,428,145,0,21,613,13.38
T. J. PERKERSON ELEMENTARY SCHOOL,Georgia,T. J. Perkerson Elementary School,Fulton County,30310,1-Regular school,2-No,33.698100,-84.413400,Elementary,Prekindergarten,5th Grade,352,352,173,0,352,274,†,27,51,189,163,1,0,18,320,6,0,7,352,10.45
T.G. SCOTT ELEMENTARY SCHOOL,Georgia,T.G. Scott Elementary School,Monroe County,31029,1-Regular school,2-No,33.010100,-83.920000,Elementary,Prekindergarten,5th Grade,825,363,157,37,400,654,†,69,102,391,434,0,10,34,133,608,0,40,825,13.96
TADMORE ELEMENTARY SCHOOL,Georgia,Tadmore Elementary School,Hall County,30507,1-Regular school,2-No,34.272600,-83.728600,Elementary,Prekindergarten,5th Grade,472,366,145,61,427,411,†,2,59,248,224,1,0,387,13,64,0,7,472,11.68
TALIAFERRO COUNTY SCHOOL,Georgia,Taliaferro County School,Taliaferro County,30631,1-Regular school,2-No,33.558422,-82.909503,Other,Prekindergarten,12th Grade,184,184,84,0,184,113,53,7,11,89,95,0,0,28,131,22,0,3,184,7.42
TALLAPOOSA PRIMARY SCHOOL,Georgia,Tallapoosa Primary School,Haralson County,30176,1-Regular school,2-No,33.759100,-85.278000,Elementary,Prekindergarten,2nd Grade,484,397,146,0,397,248,†,104,132,254,230,2,1,11,13,434,1,22,484,13.26
TALLEY STREET UPPER ELEMENTARY SCHOOL,GEORGIA,Talley Street Upper Elementary School,DeKalb County,30030,1-Regular school,2-No,33.770317,-84.284348,Elementary,3rd Grade,5th Grade,638,104,86,7,111,638,†,†,†,339,299,0,43,32,144,353,0,66,638,11.75
TAPESTRY PUBLIC CHARTER SCHOOL,GEORGIA,Tapestry Public Charter School,DeKalb County,30340,1-Regular school,1-Yes,33.886300,-84.275799,High,6th Grade,12th Grade,300,105,18,18,123,147,153,†,†,174,126,0,4,62,84,136,0,14,300,7.83
TAPP MIDDLE SCHOOL,Georgia,Tapp Middle School,Cobb County,30127,1-Regular school,2-No,33.876200,-84.667800,Middle,6th Grade,8th Grade,885,560,190,106,666,885,†,†,†,455,430,0,10,247,514,64,0,50,885,15.36
TARA ELEMENTARY SCHOOL,Georgia,Tara Elementary School,Clayton County,30260,1-Regular school,2-No,33.571800,-84.360200,Elementary,Prekindergarten,5th Grade,573,573,138,0,573,450,†,30,93,278,295,0,1,196,348,10,0,18,573,11.69
TATE ELEMENTARY SCHOOL,Georgia,Tate Elementary School,Pickens County,30177,1-Regular school,2-No,34.416900,-84.379100,Elementary,Prekindergarten,4th Grade,477,286,141,40,326,384,†,3,90,238,239,0,2,33,6,416,1,19,477,13.63
TATTNALL COUNTY HIGH SCHOOL,Georgia,Tattnall County High School,Tattnall County,30453,1-Regular school,2-No,32.038541,-82.049172,High,9th Grade,12th Grade,1067,663,263,0,663,†,1067,†,†,549,518,2,11,222,236,554,2,40,1067,15.44
TAYLOR COUNTY ELEMENTARY,Georgia,Taylor County Elementary,Taylor County,31006,1-Regular school,2-No,32.554640,-84.218990,Elementary,3rd Grade,5th Grade,243,243,117,0,243,243,†,†,†,127,116,0,2,5,95,133,0,8,243,10.38
TAYLOR COUNTY HIGH SCHOOL,Georgia,Taylor County High School,Taylor County,31006,1-Regular school,2-No,32.554000,-84.232400,High,9th Grade,12th Grade,371,292,93,0,292,†,371,†,†,195,176,1,6,12,153,185,1,13,371,11.74
TAYLOR COUNTY MIDDLE SCHOOL,Georgia,Taylor County Middle School,Taylor County,31006,1-Regular school,2-No,32.554100,-84.232500,Middle,6th Grade,8th Grade,254,198,102,0,198,254,†,†,†,131,123,0,1,7,115,122,0,9,254,11.39
TAYLOR COUNTY PRIMARY SCHOOL,Georgia,Taylor County Primary School,Taylor County,31006,1-Regular school,2-No,32.554298,-84.212717,Elementary,Prekindergarten,2nd Grade,322,322,125,0,322,178,†,62,82,166,156,0,2,8,134,160,0,18,322,12.88
TAYLOR ELEMENTARY SCHOOL,Georgia,Taylor Elementary School,Gwinnett County,30043,1-Regular school,2-No,34.010400,-83.995800,Elementary,Prekindergarten,5th Grade,866,459,164,90,549,747,†,6,113,462,404,4,86,271,262,178,1,64,866,12.46
TAYLOR ROAD MIDDLE SCHOOL,Georgia,Taylor Road Middle School,Fulton County,30022,1-Regular school,2-No,34.052900,-84.209200,Middle,6th Grade,8th Grade,1256,182,43,47,229,1256,†,†,†,664,592,2,439,138,157,474,0,46,1256,14.76
TAYLORS CREEK ELEMENTARY SCHOOL,Georgia,Taylors Creek Elementary School,Liberty County,31313,1-Regular school,2-No,31.809300,-81.648300,Elementary,Kindergarten,5th Grade,690,412,215,85,497,559,†,†,131,350,340,2,7,110,299,179,2,91,690,15.00
TAYLORSVILLE ELEMENTARY SCHOOL,Georgia,Taylorsville Elementary School,Bartow County,30178,1-Regular school,2-No,34.109900,-84.940900,Elementary,Prekindergarten,5th Grade,563,303,119,68,371,437,†,46,80,295,268,1,6,76,21,432,1,26,563,14.25
TEASLEY ELEMENTARY SCHOOL,Georgia,Teasley Elementary School,Cobb County,30080,1-Regular school,2-No,33.864900,-84.485700,Elementary,Prekindergarten,5th Grade,973,306,119,74,380,810,†,12,151,502,471,10,193,79,396,205,0,90,973,14.50
TEASLEY MIDDLE SCHOOL,Georgia,Teasley Middle School,Cherokee County,30114,1-Regular school,2-No,34.262991,-84.482312,Middle,6th Grade,8th Grade,1552,789,523,99,888,1552,†,†,†,787,765,4,11,584,113,773,1,66,1552,13.30
TELFAIR ALTERNATIVE PREPARATION SCHOOL,GEORGIA,Telfair Alternative Preparation School,Telfair County,31055,4-Alternative Education School,2-No,32.067728,-82.910417,High,6th Grade,12th Grade,21,19,10,0,19,7,14,†,†,12,9,0,0,1,14,6,0,0,21,52.50
TELFAIR COUNTY ELEMENTARY,Georgia,Telfair County Elementary,Telfair County,31055,1-Regular school,2-No,32.048419,-82.862285,Elementary,Prekindergarten,5th Grade,829,804,303,0,804,587,†,102,140,423,406,0,4,64,331,385,0,45,829,16.10
TELFAIR COUNTY HIGH SCHOOL,Georgia,Telfair County High School,Telfair County,31055,1-Regular school,2-No,32.046800,-82.910900,High,9th Grade,12th Grade,385,258,119,0,258,†,385,†,†,192,193,1,5,32,146,189,0,12,385,13.41
TELFAIR COUNTY MIDDLE SCHOOL,Georgia,Telfair County Middle School,Telfair County,31055,1-Regular school,2-No,32.047576,-82.911326,Middle,6th Grade,8th Grade,342,294,120,0,294,342,†,†,†,163,179,0,2,37,122,163,0,18,342,10.72
TEMPLE ELEMENTARY SCHOOL,Georgia,Temple Elementary School,Carroll County,30179,1-Regular school,2-No,33.740500,-85.038300,Elementary,Prekindergarten,5th Grade,662,485,235,69,554,540,†,49,73,344,318,3,11,75,180,355,0,38,662,15.61
TEMPLE HIGH SCHOOL,Georgia,Temple High School,Carroll County,30179,1-Regular school,2-No,33.732400,-85.025500,High,9th Grade,12th Grade,809,454,193,116,570,†,809,†,†,406,403,3,7,72,172,500,1,54,809,19.04
TEMPLE MIDDLE SCHOOL,Georgia,Temple Middle School,Carroll County,30179,1-Regular school,2-No,33.747200,-85.027100,Middle,6th Grade,8th Grade,628,397,198,78,475,628,†,†,†,320,308,1,4,53,122,404,0,44,628,15.82
TERRELL HIGH SCHOOL,Georgia,Terrell High School,Terrell County,39842,1-Regular school,2-No,31.756389,-84.414776,High,9th Grade,12th Grade,279,279,144,0,279,†,279,†,†,150,129,0,0,14,255,7,0,3,279,14.09
TERRELL MIDDLE SCHOOL,Georgia,Terrell Middle School,Terrell County,39842,1-Regular school,2-No,31.756389,-84.414776,Middle,6th Grade,8th Grade,231,231,147,0,231,231,†,†,†,128,103,0,0,7,211,12,0,1,231,12.83
TERRELL REGIONAL YOUTH DETENTION CENTER,GEORGIA,Terrell Regional Youth Detention Center,Terrell County,39842,2-Special education school,2-No,31.754271,-84.433495,High,6th Grade,12th Grade,14,11,11,0,11,4,10,†,†,11,3,0,0,0,13,1,0,0,14,2.80
TESNATEE GAP ELEMENTARY (OLD WHITE CO. INTERMEDIATE),Georgia,Tesnatee Gap Elementary (Old White Co. Intermediate),White County,30528,1-Regular school,2-No,34.611500,-83.796100,Elementary,Prekindergarten,5th Grade,491,272,101,64,336,380,†,34,77,253,238,0,1,17,6,446,0,21,491,13.42
THE ANCHOR SCHOOL,GEORGIA,The Anchor School,DeKalb County,30035,1-Regular school,1-Yes,33.715647,-84.211641,High,6th Grade,12th Grade,86,†,†,†,†,86,0,0,†,52,34,0,2,0,81,1,0,2,86,9.15
THE CHAMPION MIDDLE THEME SCHOOL,Georgia,The Champion Middle Theme School,DeKalb County,30083,1-Regular school,2-No,33.805200,-84.173300,Middle,6th Grade,8th Grade,754,520,192,0,520,754,†,†,†,385,369,3,2,21,716,1,1,10,754,15.71
THE DALTON ACADEMY,GEORGIA,The Dalton Academy,Whitfield County,30721,1-Regular school,2-No,34.791543,-84.938017,High,10th Grade,12th Grade,431,273,47,42,315,†,431,†,†,195,236,0,5,357,17,38,0,14,431,9.95
THE FOUNDRY,GEORGIA,The Foundry,Hall County,30504,1-Regular school,2-No,34.238172,-83.857845,High,6th Grade,12th Grade,45,38,23,4,42,15,30,†,†,39,6,0,0,28,3,12,0,2,45,9.38
THE HOPE ACADEMY SCHOOL,GEORGIA,The Hope Academy School,Troup County,30240,1-Regular school,2-No,33.053644,-85.030525,High,6th Grade,12th Grade,64,58,43,3,61,14,50,†,†,37,27,0,1,1,56,3,0,3,64,6.40
THE JOHN HOPE-CHARLES WALTER HILL ELEMENTARY SCHOOLS,Georgia,The John Hope-Charles Walter Hill Elementary Schools,Fulton County,30312,1-Regular school,2-No,33.757200,-84.372400,Elementary,Prekindergarten,5th Grade,409,409,147,0,409,295,†,46,68,202,207,1,1,17,324,53,0,13,409,11.21
THE KINDEZI SCHOOL,Georgia,The Kindezi School,Fulton County,30331,1-Regular school,1-Yes,33.754816,-84.513549,Elementary,Kindergarten,8th Grade,380,262,142,0,262,352,†,†,28,184,196,0,0,3,371,3,0,3,380,7.87
THE RENAISSANCE CENTER FOR ACADEMIC AND CAREER DEVELOPMENT,GEORGIA,The Renaissance Center for Academic and Career Development,Thomas County,31792,1-Regular school,2-No,30.858874,-83.952305,High,9th Grade,12th Grade,48,48,26,0,48,†,48,†,†,22,26,0,1,3,25,18,0,1,48,8.73
THE SCHOOL OF LIBERAL STUDIES AT SAVANNAH HIGH,Georgia,The School of Liberal Studies at Savannah High,Chatham County,31404,1-Regular school,2-No,32.062900,-81.057300,High,9th Grade,12th Grade,639,517,315,38,555,†,639,†,†,320,319,0,0,32,564,26,1,16,639,11.31
THE STEM ACADEMY AT BARTLETT,Georgia,The STEM Academy at Bartlett,Chatham County,31406,1-Regular school,2-No,31.996053,-81.116514,Middle,6th Grade,8th Grade,697,319,117,74,393,697,†,†,†,379,318,0,29,101,322,197,0,48,697,13.13
THOMAS COUNTY CENTRAL HIGH SCHOOL,Georgia,Thomas County Central High School,Thomas County,31792,1-Regular school,2-No,30.873703,-83.966473,High,8th Grade,12th Grade,1580,764,399,0,764,0,1580,†,†,820,760,4,19,119,511,877,2,48,1580,14.73
THOMAS COUNTY MIDDLE SCHOOL,Georgia,Thomas County Middle School,Thomas County,31792,1-Regular school,2-No,30.877332,-83.970262,Middle,5th Grade,8th Grade,1664,1042,520,0,1042,1664,†,†,†,844,820,8,18,129,555,884,0,70,1664,13.33
THOMAS CROSSROADS ELEMENTARY SCHOOL,Georgia,Thomas Crossroads Elementary School,Coweta County,30277,1-Regular school,2-No,33.408800,-84.668200,Elementary,Prekindergarten,5th Grade,375,93,47,25,118,298,†,25,52,200,175,0,5,37,26,287,0,20,375,12.93
THOMAS HEATHE SLATER ELEMENTARY SCHOOL,Georgia,Thomas Heathe Slater Elementary School,Fulton County,30315,1-Regular school,2-No,33.718400,-84.391900,Elementary,Prekindergarten,5th Grade,534,534,278,0,534,400,†,46,88,292,242,0,0,11,515,1,0,7,534,13.32
THOMASVILLE HIGH SCHOOL,Georgia,Thomasville High School,Thomas County,31792,1-Regular school,2-No,30.840100,-83.971100,High,9th Grade,12th Grade,745,536,232,0,536,†,745,†,†,378,367,1,11,27,457,235,1,13,745,14.55
THOMSON ELEMENTARY SCHOOL,Georgia,Thomson Elementary School,McDuffie County,30824,1-Regular school,2-No,33.459500,-82.503800,Elementary,2nd Grade,3rd Grade,308,308,157,0,308,308,†,†,†,152,156,0,0,4,210,70,0,24,308,13.33
THOMSON HIGH SCHOOL,Georgia,Thomson High School,McDuffie County,30824,1-Regular school,2-No,33.473700,-82.475300,High,9th Grade,12th Grade,982,689,353,0,689,†,982,†,†,479,503,1,3,52,592,298,2,34,982,16.56
THOMSON MIDDLE SCHOOL,Georgia,Thomson Middle School,Houston County,31028,1-Regular school,2-No,32.633780,-83.693689,Middle,6th Grade,8th Grade,717,380,197,0,380,717,†,†,†,346,371,2,23,106,304,225,0,57,717,13.58
THOMSON-MCDUFFIE MIDDLE SCHOOL,Georgia,Thomson-McDuffie Middle School,McDuffie County,30824,1-Regular school,2-No,33.476576,-82.477066,Middle,6th Grade,8th Grade,718,647,354,0,647,718,†,†,†,354,364,0,0,41,438,208,1,30,718,13.81
THURGOOD MARSHALL ELEMENTARY SCHOOL,Georgia,Thurgood Marshall Elementary School,Clayton County,30260,1-Regular school,2-No,33.593900,-84.318300,Elementary,Prekindergarten,5th Grade,844,844,244,0,844,708,†,31,105,435,409,1,69,140,591,12,1,30,844,14.81
